No,Product_name,Company,Ai
ES-00220,BISMARK,SIPCAM IBERIA S.L.,"PENDIMETALINA 27,5% + CLOMAZONA 5,5% [CS] P/V"
ES-00221,TRIPALI,"FMC Agricultural Solutions, S.A.U.","FLORASULAM 10,5% + METSULFURÓN METIL 8,3% + TRIBENURON-METIL 8,3% [WG] P/P"
ES-00222,BELOUKHA,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",ACIDO PELARGONICO 68% [EC] P/V
ES-00223,DIPROSPERO,ARYSTA LIFESCIENCE BENELUX Sprl.,DIMETOMORF 9% + PROPAMOCARB 50% (en forma de clorhidrato) [SC] P/V
ES-00224,CUPROFIX C DISPERSS,UPL EUROPE LTD. (UK),SULFATO CUPROCALCICO 20% (Exp. en Cu) + CIMOXANILO 4% [WG] P/P
ES-00225,PIRECRIS,SEIPASA S.A.,PIRETRINAS 2% [EC] P/V
ES-00226,KALIMBA,ARYSTA LIFESCIENCE BENELUX Sprl.,DICAMBA 48% (c. sal dimetilamina) [SL] P/V
ES-00227,TERDIM,SIPCAM OXON S.p.A.,"TERBUTILAZINA 30% + DIMETENAMIDA-P 26,5% [SE] P/V"
ES-00228,ENERVIN DUO SC,BASF ESPAÑOLA S.L.U.,"AMETOCTRADIN 30% + DIMETOMORF 22,5% [SC] P/V"
ES-00229,CALARIS PRO,"SYNGENTA ESPAÑA, S.A.","MESOTRIONA 5% + TERBUTILAZINA 32,6% [SC] P/V"
ES-00230,AUXO,"BAYER CROPSCIENCE, S.L.","TEMBOTRIONA 5% + BROMOXINIL 26,2% [EC] P/V"
ES-00231,LAUDIS WG,"BAYER CROPSCIENCE, S.L.",TEMBOTRIONA 20% [WG] P/P
ES-00232,INTEREST,"SHARDA CROPCHEM ESPAÑA, S.L.",DIFENOCONAZOL 3% [FS] P/V
ES-00233,DIABLO MAX,"INDUSTRIAS AFRASA, S.A.","HEXITIAZOX 25,87 % [SC] P/V"
ES-00234,TIAZOSAC,"TRADE CORPORATION INTERNATIONAL, S.A.U.","HEXITIAZOX 25,87 % [SC] P/V"
ES-00235,JALISCO SC,PROPLAN-PLANT PROTECTION CO. S.L.,"HEXITIAZOX 25,87 % [SC] P/V"
ES-00238,CYMTER WG,"UPL IBERIA, S.A.","CIMOXANILO 4% + MANCOZEB 46,5% [WG] P/P"
ES-00239,EVOLYA,"SYNGENTA ESPAÑA, S.A.",MESOTRIONA 50% [WG] P/P
ES-00240,SPYRIT PLUS WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,FOSETIL-AL 50% + FOLPET 25% + DIMETOMORF 6% [WG] P/P
ES-00241,VERVEROL,"TRADE CORPORATION INTERNATIONAL, S.A.U.",FOSETIL-AL 50% + FOLPET 25% + DIMETOMORF 6% [WG] P/P
ES-00242,BREAKER MAX,CERTIS EUROPE B.V. Sucursal en España,PIRETRINAS 4% [EC] P/V
ES-00243,KRISANT EC,SIPCAM IBERIA S.L.,PIRETRINAS 4% [EC] P/V
ES-00244,PIRETRO NATURA,CERRUS S.A.S.,PIRETRINAS 4% [EC] P/V
ES-00245,CIRCUS,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,RIMSULFURON 25% [WG] P/P
ES-00246,RIMSUR,"TRADE CORPORATION INTERNATIONAL, S.A.U.",RIMSULFURON 25% [WG] P/P
ES-00247,POMBAL MZ WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,FOSETIL-AL 35% + MANCOZEB 35% [WG] P/P
ES-00248,MEDEIRO WG,"TRADE CORPORATION INTERNATIONAL, S.A.U.",FOSETIL-AL 35% + MANCOZEB 35% [WG] P/P
ES-00249,RELEVANT,ALPHA BIOPESTICIDES LIMITED,SALES POTÁSICAS DE ÁCIDOS GRASOS VEGETALES 48% [EW] P/V
ES-00250,REFLECT,"ADAMA AGRICULTURE ESPAÑA, S.A.","ISOPIRAZAM 12,5% [EC] P/V"
ES-00251,NEALTA,BASF ESPAÑOLA S.L.U.,CIFLUMETOFEN 20% [SC] P/V
ES-00254,PRIORI GOLD,"SYNGENTA ESPAÑA, S.A.","AZOXISTROBIN 12,5% + DIFENOCONAZOL 12,5% [SC] P/V"
ES-00255,XEDATHANE 20,XEDA INTERNATIONAL S.A.,"PIRIMETANIL 19,2% + ACEITE DE CLAVO 18,5% [EC] P/V"
ES-00256,XEDATHANE-HN,XEDA INTERNATIONAL S.A.,"PIRIMETANIL 15,36% [HK] P/V"
ES-00257,COMPO Herbistop Herbicida Concentrado,"COMPO IBERIA, S.L.","ACIDO PELARGONICO 23,76% [EW] P/V"
ES-00258,CIMOXATE FP WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,CIMOXANILO 8% + FOLPET 66% [WG] P/P
ES-00259,VERAVIT PLUS WG,"TRADE CORPORATION INTERNATIONAL, S.A.U.",CIMOXANILO 8% + FOLPET 66% [WG] P/P
ES-00260,FLECHA SUPREM,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"KRESOXIM-METIL 25% + DIFENOCONAZOL 12,5% [WG] P/P"
ES-00261,SPOTTER WG,"TRADE CORPORATION INTERNATIONAL, S.A.U.","KRESOXIM-METIL 25% + DIFENOCONAZOL 12,5% [WG] P/P"
ES-00266,SIVAR,"LAINCO, S.A.",AZOXISTROBIN 25% [SC] P/V
ES-00267,PLACAJE 25 SC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,AZOXISTROBIN 25% [SC] P/V
ES-00268,CANDIL,"TRADE CORPORATION INTERNATIONAL, S.A.U.",AZOXISTROBIN 25% [SC] P/V
ES-00269,LEGADO,"INDUSTRIAS AFRASA, S.A.",AZOXISTROBIN 25% [SC] P/V
ES-00272,AZAKA,"FMC Agricultural Solutions, S.A.U.",AZOXISTROBIN 25% [SC] P/V
ES-00273,ROUNDUP REVOLUTION,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 72% [SG] P/P
ES-00275,ONYX,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",Piridato 60% [EC] P/V
ES-00276,DELTA PLUS EW,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"DELTAMETRIN 1,5% [EW] P/V"
ES-00277,CORAZA 15 EW,"TRADE CORPORATION INTERNATIONAL, S.A.U.","DELTAMETRIN 1,5% [EW] P/V"
ES-00278,AREVA PLUS,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIMETOMORF 6% + HIDROXIDO CUPRICO (exp. en Cu) 14% [WG] P/P
ES-00279,KRUM,PROPLAN-PLANT PROTECTION CO. S.L.,PROSULFOCARB 80% [EC] P/V
ES-00280,OSSETIA,ROTAM AGROCHEMICAL EUROPE LTD.,DIFLUFENICAN 50% [WG] P/P
ES-00281,SPASOR MAX,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 72% [SG] P/P
ES-00282,RAPAX AS,CBC (EUROPE) S.R.L.,"BACILLUS THURINGIENSIS KURSTAKI (Cepa EG 2348) 22,6% (24 x 10E6 UI/g) [SC] P/V"
ES-00283,T34 BIOCONTROL,"BIOCONTROL TECHNOLOGIES, S.L.",TRICHODERMA ASPERELLUM (CEPA T34) 12% (1.0 x 10E12 ufc/kg) [WP] P/P
ES-00284,GRANPROTEC,"SHARDA CROPCHEM ESPAÑA, S.L.","DELTAMETRIN 2,5% [EC] P/V"
ES-00285,FYSIUM,JANSSEN PMP a división of Janssen Pharmaceutica NV,"1-METILCICLOPROPENO 97,65% [GA] P/P"
ES-00286,CITATION,"UPL IBERIA, S.A.",METRIBUZINA 70% [WG] P/P
ES-00287,RADIANT,"DOW AGROSCIENCES IBERICA, S.A.",SPINETORAM 12% [SC] P/V
ES-00288,AMPEXIO,"SYNGENTA ESPAÑA, S.A.",Mandipropamida 25% + ZOXAMIDA 24% [WG] P/P
ES-00289,LAINCOIL,"LAINCO, S.A.",ACEITE DE PARAFINA (CAS 8042-47-5) 79% [EC] P/V
ES-00290,ESTIUOIL,"EXCLUSIVAS SARABIA, S.A.",ACEITE DE PARAFINA (CAS 8042-47-5) 79% [EC] P/V
ES-00291,INSECTOIL KEY,"INDUSTRIAL QUIMICA KEY, S.A.",ACEITE DE PARAFINA (CAS 8042-47-5) 79% [EC] P/V
ES-00293,PARTENOPE 800,CAF KARYON S.L.,PROSULFOCARB 80% [EC] P/V
ES-00294,NITROETIL,"CARBUROS METALICOS, S.A.",ETILENO 4% [GA] P/P
ES-00295,SPYRIT M WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"DIMETOMORF 7,5% + MANCOZEB 66,7% [WG] P/P"
ES-00296,ASBELTO MZ,"TRADE CORPORATION INTERNATIONAL, S.A.U.","DIMETOMORF 7,5% + MANCOZEB 66,7% [WG] P/P"
ES-00297,DELEGATE WG,"DOW AGROSCIENCES IBERICA, S.A.",SPINETORAM 25% [WG] P/P
ES-00298,POST-PHITE,BIOVERT SL,FOSFONATO POTASICO 25% (Exp. como ácido fosforoso) [SL] P/V
ES-00299,GF-2573,"DOW AGROSCIENCES IBERICA, S.A.","HALAUXIFEN-METIL 0,75% [EC] P/V"
ES-00300,SAVIAL POST,"LAINCO, S.A.",FOSFONATO POTASICO 25% (Exp. como ácido fosforoso) [SL] P/V
ES-00301,BLAKMUR,"EXCLUSIVAS SARABIA, S.A.",FOSFONATO POTASICO 25% (Exp. como ácido fosforoso) [SL] P/V
ES-00302,CUNEB,"LAINCO, S.A.",FOSFONATO POTASICO 51% (Exp. como ácido fosforoso) [SL] P/V
ES-00303,PHYTOSARCAN,"EXCLUSIVAS SARABIA, S.A.",FOSFONATO POTASICO 51% (Exp. como ácido fosforoso) [SL] P/V
ES-00304,FOSIKA,BIOVERT SL,FOSFONATO POTASICO 51% (Exp. como ácido fosforoso) [SL] P/V
ES-00305,PIROUETTE,FINE AGROCHEMICALS LTD.,"PACLOBUTRAZOL 0,4% [SC] P/V"
ES-00306,CAL-6,"CONTSE, S.A.",ETILENO 4% [GA] P/P
ES-00307,LITTOVIR,"AGRICHEM, S.A.",Virus de la poliedrosis nuclear de Spodoptera littoralis (SpliNPV-BV0005) 52% [SC] P/V
ES-00308,SINSTAR,SINON EU GMBH,AZOXISTROBIN 25% [SC] P/V
ES-00309,HERCAMPO ULTRA,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
ES-00310,BALCONY,"TRADE CORPORATION INTERNATIONAL, S.A.U.",GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
ES-00312,PREMIER 50 WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,Ciprodinil 50% [WG] P/P
ES-00313,CARDINAL,"TRADE CORPORATION INTERNATIONAL, S.A.U.",Ciprodinil 50% [WG] P/P
ES-00314,SPANDIS,"SYNGENTA ESPAÑA, S.A.",DICAMBA 40% + Prosulfurón* 4% + NICOSULFURON 10% [WG] P/P
ES-00315,DINIRO,"SYNGENTA ESPAÑA, S.A.",DICAMBA 40% + Prosulfurón* 4% + NICOSULFURON 10% [WG] P/P
ES-00316,PMV-01,De Ceuster Meststoffen N.V.,"Virus del mosaico del pepino (cepa CH2, aislado 1906) (5 x 10 elevado a 5 viral/microlitos) [SC] P/V"
ES-00318,ZOXIS 250 SC,ARYSTA LIFESCIENCE BENELUX Sprl.,AZOXISTROBIN 25% [SC] P/V
ES-00319,AFFIRM OPTI,"SYNGENTA ESPAÑA, S.A.","EMAMECTINA BENZOATO 0,95% [WG] P/P"
ES-00321,SACRON,"UPL IBERIA, S.A.",CIMOXANILO 45% [WG] P/P
ES-00322,CARIAL FLEX,"SYNGENTA ESPAÑA, S.A.",CIMOXANILO 18% + Mandipropamida 25% [WG] P/P
ES-00326,DELAN PRO,BASF ESPAÑOLA S.L.U.,"DITIANONA 12,5% + FOSFONATO POTASICO 56,1% [SC] P/V"
ES-00344,ELECTIS TRIO WDG,GOWAN CROP PROTECTION LTD.,"ZOXAMIDA 3,6% + FOSETIL-AL 35% + CIMOXANILO 2,8% [WG] P/P"
ES-00346,AMYLO-X WG,MITSUI AGRISCIENCE INTERNATIONAL S.A./N.V.,"BACILLUS AMYLOLIQUEFACIENS (subesp. plantarum, cepa D747) 25% [WG] P/P"
ES-00347,LEADER PLUS,"KENOGARD, S.A.",SULFOSULFURON 80% [WG] P/P
ES-00348,OMNERA LQM,"FMC Agricultural Solutions, S.A.U.","FLUROXIPIR-MEPTIL 13,5% (exp. como fluroxipir ácido) + METSULFURON-METIL 0,51% + TIFENSULFURON-METIL 3,03% [OD] P/V"
ES-00349,VIBRANCE DUO,"SYNGENTA ESPAÑA, S.A.","SEDAXANE 2,5% + FLUDIOXONIL 2,5% [FS] P/V"
ES-00350,VIBRANCE DUO 50 FS,"SYNGENTA ESPAÑA, S.A.","SEDAXANE 2,5% + FLUDIOXONIL 2,5% [FS] P/V"
ES-00352,APACHE EW,"INDUSTRIAS AFRASA, S.A.","ABAMECTINA 1,8% [EW] P/V"
ES-00353,LAOTTA EW,"LAINCO, S.A.","ABAMECTINA 1,8% [EW] P/V"
ES-00354,BERMECTINE GOLD,PROBELTE S.A.U.,"ABAMECTINA 1,8% [EW] P/V"
ES-00358,NEXT,"SHARDA CROPCHEM ESPAÑA, S.L.",TRINEXAPAC-ETIL 25% [EC] P/V
ES-00361,ZYPAR,"DOW AGROSCIENCES IBERICA, S.A.","FLORASULAM 0,5% + Halauxifen-metil 0,6% [OD] P/V"
ES-00362,REDIGO M,"BAYER CROPSCIENCE, S.L.",METALAXIL 2% + PROTIOCONAZOL 10% [FS] P/V
ES-00363,PIXXARO,"DOW AGROSCIENCES IBERICA, S.A.","HALAUXIFEN-METIL 1,2% + FLUROXIPIR 28% [EC] P/V"
ES-00364,NAVIO,"FMC Agricultural Solutions, S.A.U.",DIMETOMORF 50% [WG] P/P
ES-00365,SPYRIT 50 SC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,DIMETOMORF 50% [SC] P/V
ES-00366,ASBELTO MAX,"TRADE CORPORATION INTERNATIONAL, S.A.U.",DIMETOMORF 50% [SC] P/V
ES-00368,BATTLE DELTA,"FMC Agricultural Solutions, S.A.U.",Flufenacet 40% + Diflufenican 20% [SC] P/V
ES-00369,FASTHRIN 15 WG,"SHARDA CROPCHEM ESPAÑA, S.L.",Alfa cipermetrina 15% [WG] P/P
ES-00370,SPYRIT HIDRO SC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,DIMETOMORF 6% + HIDROXIDO CUPRICO 20% (exp. en Cu) [SC] P/V
ES-00373,ASBELTO GREEN,"TRADE CORPORATION INTERNATIONAL, S.A.U.",DIMETOMORF 6% + HIDROXIDO CUPRICO 20% (exp. en Cu) [SC] P/V
ES-00375,TERVIGO,"SYNGENTA ESPAÑA, S.A.",ABAMECTINA 2% [SC] P/V
ES-00377,MACISTE,SIPCAM OXON S.p.A.,"LAMBDA CIHALOTRIN 0,4% [GR] P/P"
ES-00378,ARDENT PRO,"FMC Agricultural Solutions, S.A.U.","ACRINATRIN 0,9% + ABAMECTINA 0,5% [EW] P/V"
ES-00381,SERCADIS,BASF ESPAÑOLA S.L.U.,FLUXAPYROXAD 30% [SC] P/V
ES-00382,CYMBAL FLOW,"BELCHIM CROP PROTECTION ESPAÑA, S.A.","CIMOXANILO 22,5% [SC] P/V"
ES-00383,DRUM FLOW,"BELCHIM CROP PROTECTION ESPAÑA, S.A.","CIMOXANILO 22,5% [SC] P/V"
ES-00384,ELATUS,"SYNGENTA ESPAÑA, S.A.","PROTIOCONAZOL 15% + BENZOVINDIFLUPYR 7,5% [EC] P/V"
ES-00385,ENTOMELA 50 SL,PHYTOPHYL N.G. STAVRAKIS,Urea 17% + Proteinas hidrolizadas 50% [SL] P/P
ES-00386,ENTOMELA 75 SL,PHYTOPHYL N.G. STAVRAKIS,Urea 25% + Proteinas hidrolizadas 75% [SL] P/P
ES-00387,CONVISO ONE,"BAYER CROPSCIENCE, S.L.",FORAMSULFURON 5% + TIENCARBAZONA-METIL 3% [OD] P/V
ES-00388,DICASH,"SHARDA CROPCHEM ESPAÑA, S.L.",DICAMBA 48% (c. sal dimetilamina) [SL] P/V
ES-00389,HARASS,"FMC Agricultural Solutions, S.A.U.",TIFENSULFURON-METIL 75% [WG] P/P
ES-00390,SYLLIT MAX,ARYSTA LIFESCIENCE BENELUX Sprl.,"Dodina 54,4% [SC] P/V"
ES-00399,TAVAS,"ADAMA AGRICULTURE ESPAÑA, S.A.","DIFLUFENICAN 6,25% + METRIBUZIN 25% [SC] P/V"
ES-00401,REGISTER 25 WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,FLAZASULFURON 25% [WG] P/P
ES-00402,BIOACT PRIME,"BAYER CROPSCIENCE, S.L.","PAECILOMYCES LILACINUS (CEPA 251) 21,6% [DC] P/V"
ES-00403,CAPRENO SC,"BAYER CROPSCIENCE, S.L.","TEMBOTRIONA 34,5% + TIENCARBAZONA-METIL 6,8% [SC] P/V"
ES-00406,COPPER KEY FLOW,"INDUSTRIAL QUIMICA KEY, S.A.",OXICLORURO DE COBRE (Exp. en Cu) 52% [SC] P/V
ES-00408,BAYASANT,"TRADE CORPORATION INTERNATIONAL, S.A.U.",FLAZASULFURON 25% [WG] P/P
ES-00410,CLONEX,GROWTH TECHNOLOGY LTD.,"ÁCIDO INDOLBUTÍRICO 0,33% [AL] P/V"
ES-00411,COMPO HERBISTOP HERBICIDA,"COMPO IBERIA, S.L.","ACIDO PELARGONICO 3,099% [AL] P/V"
ES-00412,PRIAM TOP,HELM AG,TEBUCONAZOL 25% [EW] P/V
ES-00413,TEMPORIS,ROTAM AGROCHEMICAL EUROPE LTD.,"DELTAMETRIN 1,5% [EW] P/V"
ES-00414,FASTHRIN 10 EC,"SHARDA CROPCHEM ESPAÑA, S.L.",Alfa cipermetrina 10% [EC] P/V
ES-00415,KAPONE FP,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"DIMETOMORF 11,3% + FOLPET 60% [WG] P/P"
ES-00416,ASBELTO FPT,"TRADE CORPORATION INTERNATIONAL, S.A.U.","DIMETOMORF 11,3% + FOLPET 60% [WG] P/P"
ES-00417,KIDEKA,"NUFARM ESPAÑA, S.A.",MESOTRIONA 10% [SC] P/V
ES-00419,RANCONA 15 ME,ARYSTA LIFESCIENCE REGISTRATIONS GREAT BRITAIN LTD.,"Ipconazol 1,5% [ME] P/V"
ES-00433,RATRON GW,FRUNOL DELICIA GMBH,"FOSFURO DE ZINC 2,5% [RB] P/P"
ES-00442,FRESCO,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",METOBROMURON 40% [SC] P/V
ES-00443,POL-SULPHUR 800 SC,CIECH SARZYNA SPOLKA AKCYJNA,AZUFRE 80% [SC] P/V
ES-00445,VITISAN,"AGRICHEM, S.A.","HIDROGENOCARBONATO DE POTASIO 99,99% [SP] P/P"
ES-00447,ISOMEXX,"NUFARM ESPAÑA, S.A.",METSULFURON METIL 20% [WG] P/P
ES-00452,FLOCTER,"BAYER CROPSCIENCE, S.L.",Bacillus firmus I-1582 5% [WP] P/P
ES-00453,FRUIT AUXIN 30 SL,L. GOBBI S.R.L.,"1-NAFTILACÉTICO 3,02% [SL] P/V"
ES-00454,AMIDIR,L. GOBBI S.R.L.,"1-NAFTILACETAMIDA 2,8% [WP] P/P"
ES-00455,GLOSSET 600 SC,GLOBACHEM N.V.,FLUFENACET 60% [SC] P/V
ES-00457,ELATUS PLUS,"SYNGENTA ESPAÑA, S.A.",BENZOVINDIFLUPYR 10% [EC] P/V
ES-00458,PRIAXOR EC,BASF ESPAÑOLA S.L.U.,"FLUXAPYROXAD 7,5% + PIRACLOSTROBIN 15% [EC] P/V"
ES-00459,PRORADIX,SP SOURCON PADENA GmbH,Pseudomonas sp. (cepa DSMZ 13134) [WP] P/P
ES-00460,PREMAZOR TURBO,GLOBACHEM N.V.,DIFLUFENICAN 4% + GLIFOSATO 25% (SAL ISOPROPILAMINA) [SC] P/V
ES-00461,CLOSER,"DOW AGROSCIENCES IBERICA, S.A.",SULFOXAFLOR 12% [SC] P/V
ES-00462,VIBRANCE,"SYNGENTA ESPAÑA, S.A.",SEDAXANE 50% [FS] P/V
ES-00463,VIBRANCE TRIO,"SYNGENTA ESPAÑA, S.A.","SEDAXANE 2,5% + FLUDIOXONIL 2,5% + TEBUCONAZOL 1% [FS] P/V"
ES-00466,AUREO SHIELD,BIO-FERM GMBH,AUREOBASIDIUM PULLULANS (cepa DSM 14940) 50% (1x10E10 CFU/G) + AUREOBASIDIUM PULLULANS (cepa DSM 14941) 50% (1x10E10 CFU/G) [WG] P/P
ES-00468,VINTEC,BIPA N.V.,TRICHODERMA ATROVIRIDE (cepa SC1) 1x10E10 ufc/g [WG] P/P
ES-00469,ISKO,"DOW AGROSCIENCES IBERICA, S.A.",FLORASULAM 4% + ISOXABEN 61% [WG] P/P
ES-00470,KATANGA TRIPLE,PROPLAN-PLANT PROTECTION CO. S.L.,FOSETIL-AL 50% + FOLPET 25% + CIMOXANILO 4% [WP] P/P
ES-00471,CUÑA DUO,SIPCAM OXON S.p.A.,"PENDIMETALINA 25% + TERBUTILAZINA 12,5% [ZC] P/V"
ES-00472,ESTACA WG,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,DIFLUFENICAN 40% + IODOSULFURON-METIL-SODIO 5% + FLORASULAM 2% [WG] P/P
ES-00473,GANATER,"TRADE CORPORATION INTERNATIONAL, S.A.U.",DIFLUFENICAN 40% + IODOSULFURON-METIL-SODIO 5% + FLORASULAM 2% [WG] P/P
ES-00474,NIKITA,"ADAMA AGRICULTURE ESPAÑA, S.A.","DICAMBA 31,25% + MESOTRIONA 15% + NICOSULFURON 10% [WG] P/P"
ES-00475,STARSHIP,"NUFARM ESPAÑA, S.A.",MESOTRIONA 10% [SC] P/V
ES-00477,CHAMANE 25 SC,UPL EUROPE LTD. (UK),AZOXISTROBIN 25% [SC] P/V
ES-00478,WISH TOP,"SHARDA CROPCHEM ESPAÑA, S.L.",QUIZALOFOP-P-ETIL 12% [EC] P/V
ES-00479,IMIDAN WG,GOWAN CROP PROTECTION LTD.,FOSMET 50% [WG] P/P
ES-00481,FILDER 69 WG,ARYSTA LIFESCIENCE BENELUX Sprl.,DIMETOMORF 9% + MANCOZEB 60% [WG] P/P
ES-00482,CODIMUR 38 FLO,"EXCLUSIVAS SARABIA, S.A.",OXICLORURO DE COBRE 38% (EXPR. EN CU) [SC] P/V
ES-00484,BRONTES 25,CAF KARYON S.L.,"DELTAMETRIN 2,5% [EC] P/V"
ES-00485,GRAFITI,PROPLAN-PLANT PROTECTION CO. S.L.,"DELTAMETRIN 2,5% [EC] P/V"
ES-00486,INFISS,"LAINCO, S.A.","DELTAMETRIN 2,5% [EC] P/V"
ES-00487,GRIAL,"INDUSTRIAS AFRASA, S.A.","DELTAMETRIN 2,5% [EC] P/V"
ES-00490,PENDINOVA,FINCHIMICA SPA,PENDIMETALINA 33% [EC] P/V
ES-00491,ELAN,"DOW AGROSCIENCES IBERICA, S.A.","Orizalina 48% + Penoxsulam 0,14% [SC] P/V"
ES-00492,CAMIX 560 SE,"SYNGENTA ESPAÑA, S.A.",S-METOLACLORO 50% + MESOTRIONA 6% [SE] P/V
ES-00493,BARILOCHE,PROPLAN-PLANT PROTECTION CO. S.L.,CLOPIRALIDA 10% [SL] P/V
ES-00497,MONOLITH,"BAYER CROPSCIENCE, S.L.","MESOSULFURON-METIL 4,5% + Propoxicarbazona-sodio 6,75% [WG] P/P"
ES-00498,ATLANTIS STAR,"BAYER CROPSCIENCE, S.L.","MESOSULFURON-METIL 4,5% + IODOSULFURON-METIL-SODIO 0,9% + TIENCARBAZONA-METIL 2,25% [WG] P/P"
ES-00499,ORDAGO CAPS,"ADAMA AGRICULTURE ESPAÑA, S.A.",PENDIMETALINA 40% [CS] P/V
ES-00500,"COLUMBO 0,8 MG",SBM DÉVELOPPEMENT SAS (Ecully),"CIPERMETRINA 0,8% [MG] P/P"
ES-00501,CLIPLESS,"FMC Agricultural Solutions, S.A.U.",TRINEXAPAC-ETIL 12% [ME] P/V
ES-00502,POLYVERSUM,"AGRICHEM, S.A.","PYTHIUM OLIGANDRUM (cepa M1) 17,5% [WP] P/P"
ES-00503,SIVANTO PRIME,"BAYER CROPSCIENCE, S.L.",FLUPIRADIFURONA 20% [SL] P/V
ES-00504,OPTIX DISPERSS,UPL EUROPE LTD. (UK),FOSETIL-AL 80% [WG] P/P
ES-00506,REVIVE II,"SYNGENTA ESPAÑA, S.A.","BENZOATO DE EMAMECTINA 9,5% [AL] P/V"
ES-00507,COMPO BIO INSECTICIDA STOP,"COMPO IBERIA, S.L.","ACEITE DE COLZA 1,53% [AL] P/V"
ES-00508,COM 107 03 AI EC,"COMPO IBERIA, S.L.","ACEITE DE COLZA 848,24 g/l [EC]"
ES-00514,SIMBA,HELM AG,MESOTRIONA 10% [SC] P/V
ES-00515,FALSTAR,HELM AG,MESOTRIONA 10% [SC] P/V
ES-00519,ROMEO,AGRAUXINE S.A. (Beaucouzé),"CEREVISANE 94,1% [WP] P/P"
ES-00521,SUCCESS GR,SBM DÉVELOPPEMENT S.A.S. (Marseille),"SPINOSAD 0,4% [GR] P/P"
ES-00522,CHECKMATE PUFFER PTB,"SUTERRA EUROPE BIOCONTROL, S.L.","ACETATO DE (E)-5-DECEN-1-ILO 17,48% + 5-DECEN-1-OL 3,63% [AE] P/P"
ES-00524,ENERVIN SC,BASF ESPAÑOLA S.L.U.,AMETOCTRADIN 20% [SC] P/V
ES-00525,SOLETO,"BELCHIM CROP PROTECTION ESPAÑA, S.A.",METOBROMURON 50% [SC] P/V
ES-00526,MATECOR EXPRESS,PROPLAN-PLANT PROTECTION CO. S.L.,METRIBUZINA 70% [WG] P/P
ES-00527,AGROLAN 70 WG,"FMC Agricultural Solutions, S.A.U.",METRIBUZINA 70% [WG] P/P
ES-00528,BUTTON,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,MESOTRIONA 10% [SC] P/V
ES-00529,ZEATRYN,"TRADE CORPORATION INTERNATIONAL, S.A.U.",MESOTRIONA 10% [SC] P/V
ES-00530,TEMSA SC,GLOBACHEM N.V.,MESOTRIONA 10% [SC] P/V
ES-00531,TESSIOR,BASF ESPAÑOLA S.L.U.,"PIRACLOSTROBIN 0,5% + BOSCALIDA 1% [SD] P/V"
ES-00532,ELATUS ERA,"SYNGENTA ESPAÑA, S.A.","PROTIOCONAZOL 15% + BENZOVINDIFLUPYR 7,5% [EC] P/V"
ES-00533,OBLIX MT,"UPL IBERIA, S.A.",ETOFUMESATO 15% + METAMITRONA 35% [SC] P/V
ES-00534,ETHOFOL 500,UPL EUROPE LTD. (UK),ETOFUMESATO 50% [SC] P/V
ES-00535,TRAMAT 50 SC,"BAYER CROPSCIENCE, S.L.",ETOFUMESATO 50% [SC] P/V
ES-00536,VERTICE,"BAYER CROPSCIENCE, S.L.",ETOFUMESATO 50% [SC] P/V
ES-00537,KEMITRAM 50 LA,"BAYER CROPSCIENCE, S.L.",ETOFUMESATO 50% [SC] P/V
ES-00538,TENDER,"BAYER CROPSCIENCE, S.L.",ETOFUMESATO 50% [SC] P/V
ES-00542,PACLOT NEW,PROPLAN-PLANT PROTECTION CO. S.L.,PACLOBUTRAZOL 25% [SC] P/V
ES-00543,CORDIAL EXTRA,COPYR S.p.A.,"PIRETRINAS 4,65% (como extracto de pelitre) [EC] P/V"
ES-00544,LOBETEC,"SOCIEDAD ESPAÑOLA DE DESARROLLOS QUIMICOS, S.L.","E/Z-7,9-DODECADIENIL ACETATO 0,210 g/difusor [VP] P/P"
